"","length","diameter","cones","leaves","bark_thickness","seed_size","fungi_present","color_guess","soil_pH","collector_id","collector_guess"
"32",270.49,159.03,108,14065,1.47,0.998257973698561,TRUE,"dark",7.98,1,1
"33",180.55,110.19,130,15487,1.17,0.999500273823807,FALSE,"light",6.73,1,3
"34",387.81,141.55,199,16513,1.57,0.997595369199323,TRUE,"darkish",5.4,1,1
"35",191.53,95.15,1,17168,0.87,0.986481126202661,TRUE,"darkish",7.62,1,3
"36",368.86,172.63,119,15042,1.52,0.991318572017774,TRUE,"dark",7.32,1,1
"37",355.39,120.79,13,7626,1.07,0.997315457788355,TRUE,"lightish",6.78,1,1
"38",293.81,164.8,92,16756,1.63,0.996285564436468,FALSE,"lightish",9.55,2,1
"39",269.4,188.18,11,11175,1.97,1.00256757682124,FALSE,"darkish",6.58,2,1
"40",261.95,121.12,24,6216,1.2,1.00063071662533,TRUE,"dark",8.32,2,1
"41",284.54,104.76,112,10002,1.08,0.999084038730712,FALSE,"darkish",6.66,3,2
"42",279.21,144.76,113,2741,1.54,0.997820449382377,TRUE,"mid-green",8.18,2,1
"43",323.87,151.89,87,19412,1.61,0.996608551227295,TRUE,"darkish",8.09,2,1
"44",516.9,119.71,25,6260,1.2,1.00079133915984,TRUE,"lightish",8.94,2,1
"45",420.8,117.97,172,15309,1.17,0.987438667863211,TRUE,"light",8.17,1,1
"46",219.86,91.87,66,1195,0.96,1.00216832520713,FALSE,"mid-green",7.91,2,1
"47",198.14,214.82,25,4821,2.25,1.02022112901161,TRUE,"lightish",8.9,3,2
"48",253.33,163.76,21,17233,1.58,1.00005769529702,TRUE,"mid-green",10.09,1,1
"49",262.22,107.38,35,16892,0.98,0.999320030981373,FALSE,"lightish",5.65,3,2
"50",291.66,124.26,131,8318,1.22,1.00086580997661,TRUE,"light",6.14,3,1
"51",325.33,165.75,100,7224,1.76,1.00329226486475,TRUE,"lightish",8.53,3,1
"52",297.15,165.38,63,4894,1.45,0.9976790331868,TRUE,"darkish",8.31,1,1
"53",243.95,135.79,197,7719,1.29,1.02165273559465,FALSE,"dark",6.82,3,2
"54",250.32,101.46,53,19242,0.94,1.00155118090741,TRUE,"dark",6.21,2,1
"55",277.42,147.61,40,11065,1.39,0.856620363164938,TRUE,"dark",7.88,1,1
"56",143.21,102.08,35,19067,1.08,1.00245433265176,FALSE,"mid-green",7.78,3,2
"57",311.11,93.86,24,16003,0.99,1.0014271644224,FALSE,"lightish",7.77,2,1
"58",358.46,142.55,147,11068,1.42,1.00079317539154,TRUE,"mid-green",7.51,2,1
"59",312.39,169.54,23,10687,1.45,1.000481122371,TRUE,"mid-green",7.17,3,1
"60",191.64,102.4,23,3834,0.94,1.00117491775833,FALSE,"lightish",8.48,3,2
"61",337.96,171.05,195,1906,1.69,1.00826787863039,TRUE,"lightish",8.16,3,1
"62",249.77,129.02,82,18658,1.36,1.00026774246236,TRUE,"lightish",8.63,1,1
"63",266.68,124.8,87,15616,1.28,0.995995551508394,TRUE,"lightish",7.6,1,1
"64",296.92,105.57,127,15014,0.95,0.942602259946977,FALSE,"mid-green",8.01,3,2
"65",192.82,141.66,113,13355,1.5,0.994850811137348,FALSE,"mid-green",7.17,3,1
"66",330.35,155.96,47,13422,1.54,1.00228030421549,TRUE,"light",7.67,1,1
"67",344.82,162.73,38,8510,1.67,1.00107748129441,TRUE,"light",8.74,3,1
"68",305.3,140.32,135,16434,1.31,1.00075038716572,TRUE,"light",8.99,2,1
"69",231.31,142.4,61,18956,1.55,0.99798477307943,FALSE,"darkish",5.19,3,2
"70",505.01,157.38,160,17818,1.53,0.986846755090997,TRUE,"mid-green",8.11,3,1
"71",250.9,145.69,10,11513,1.7,1.00094609247639,FALSE,"light",8.61,1,1
"72",69.08,151.31,163,18215,1.35,1.0011808389159,TRUE,"lightish",6.55,1,1
"73",400.57,149.32,80,12162,1.45,0.998145212941054,FALSE,"mid-green",8.48,1,1
"74",229.08,192.57,149,9046,2.01,0.976818814932203,TRUE,"darkish",7.17,1,1
"75",231.2,135.17,129,19042,1.4,0.999066453173716,TRUE,"darkish",9.02,2,1
"76",402.56,128.08,83,14472,1.22,0.996702791334471,TRUE,"mid-green",8.54,2,1
"77",436.07,123.78,8,2679,1.18,0.998654203470709,TRUE,"lightish",6.88,3,2
"78",294.9,106.89,152,19922,1.13,1.00348638901169,TRUE,"light",8.63,3,2
"79",422.41,138.49,57,9830,1.52,1.00031300594451,TRUE,"mid-green",8.84,2,1
"80",286.11,140.83,138,10311,1.23,0.995451000164508,TRUE,"darkish",9.38,1,1
"81",300.58,128.73,35,17695,1.29,1.00070090100096,TRUE,"mid-green",9.97,1,1
"82",260.07,95.75,58,8496,0.92,1.01874992348137,FALSE,"mid-green",6.88,3,2
"83",262.93,143.01,55,17228,1.45,0.996744621340772,FALSE,"dark",5.75,2,1
"84",364.44,132.69,134,7990,1.22,1.00100794590123,TRUE,"light",8.03,1,1
"85",277.95,145.27,186,17605,1.5,0.99794059021811,FALSE,"dark",8.21,1,1
"86",333.18,146.06,14,3875,1.6,0.999635376992679,FALSE,"darkish",7.84,2,1
"87",409.68,172.2,17,6354,1.77,1.00786984154344,TRUE,"dark",8.57,3,1
"88",343.52,151.69,132,13667,1.4,1.00271175825448,TRUE,"light",9.01,1,1
"89",267.41,165.08,80,19570,1.61,1.0021221110196,TRUE,"light",7.48,2,1
"90",364.44,132.69,134,7990,1.22,1.00100794590123,TRUE,"light",8.03,1,3
"91",399.35,154.29,194,11005,1.48,0.990441360688483,TRUE,"lightish",8.4,2,1
"92",197.03,110.45,164,7222,1.11,1.00146857141443,TRUE,"mid-green",8.9,3,2
"93",323.87,151.89,87,19412,1.61,0.996608551227295,TRUE,"darkish",8.09,2,1
"94",237.21,132.09,137,3285,1.24,0.986413536276434,TRUE,"light",6.04,1,1
"95",156.37,87.72,124,1103,0.98,0.999481198977687,TRUE,"light",9.05,3,2
"96",298.83,105.16,81,13692,1.07,0.997180133378898,FALSE,"dark",9.06,3,2
"97",239.33,115.43,190,19350,1.36,1.0000876542379,TRUE,"mid-green",10.26,1,3
"98",453.26,124.97,0,7412,1.33,1.0050936261735,TRUE,"mid-green",7.31,2,1
"99",276.43,137.78,134,17992,1.25,1.00032244001704,TRUE,"light",8.38,1,1
"100",197.36,126.29,155,1607,1.23,0.998526686332451,TRUE,"darkish",8.98,1,1
"101",158.05,103.93,163,15290,1.02,0.999181825197565,TRUE,"lightish",8.27,1,2
"102",110.78,105.01,30,1931,1.16,0.999639438744609,FALSE,"lightish",8.56,3,2
"103",312.86,86.28,103,9523,0.83,0.999038057170946,TRUE,"lightish",8.4,2,2
"104",163.16,115.21,83,4034,1.33,1.02797798894875,TRUE,"darkish",7.4,3,2
"105",207.12,105.72,48,3746,1.12,0.999309844029919,TRUE,"mid-green",7.08,1,2
"106",259.71,120.76,150,2548,1.22,0.999338754905665,TRUE,"dark",6.61,3,2
"107",308.93,98.36,136,4424,1,1.00140379162473,TRUE,"lightish",8.95,2,1
"108",285.63,84.76,108,10364,0.79,0.997624662424572,TRUE,"light",6.86,1,2
"109",161.86,111.43,106,12711,1.11,1.00136118499755,FALSE,"dark",7.03,3,2
"110",453.26,124.97,0,7412,1.33,1.0050936261735,TRUE,"mid-green",7.31,2,1
"111",325.33,165.75,100,7224,1.76,1.00329226486475,TRUE,"lightish",8.53,3,2
"112",156.37,87.72,124,1103,0.98,0.999481198977687,TRUE,"light",9.05,3,2
"113",89.45,96.88,119,5215,1.01,1.00327662186145,FALSE,"mid-green",7.86,2,2
"114",294.77,87.69,120,10397,0.72,1.00115294983025,FALSE,"lightish",7.59,1,3
"115",90.05,107.72,109,6080,0.88,1.00003136307071,TRUE,"lightish",9.48,1,2
"116",189.7,104,113,12373,1.05,1.00462635781673,FALSE,"lightish",8.61,1,2
"117",161.36,91.48,122,12563,1.06,0.995666013786008,FALSE,"dark",9.56,2,2
"118",225.47,98.66,121,19851,0.96,0.994423192661691,TRUE,"lightish",10.28,1,2
"119",298.16,106.85,62,3127,0.88,0.999274208059918,TRUE,"dark",7.63,2,1
"120",166.28,102.57,6,15314,1.04,1.00077657317157,FALSE,"dark",8.21,1,2
"121",313.95,107.25,198,4603,1.17,1.00028328772547,FALSE,"dark",9.54,2,1
"122",346.09,134.3,138,11185,1.14,1.05531240569841,FALSE,"lightish",8.58,3,2
"123",237.53,118.65,21,1067,1.1,0.992853526162696,FALSE,"lightish",10.19,3,2
"124",207.4,109.04,132,9827,1.04,0.999911144835952,TRUE,"dark",7.69,3,2
"125",170.46,74.79,92,9323,0.62,0.977554454374338,TRUE,"mid-green",8.33,1,2
"126",190.64,107.8,198,19956,1.05,1.00460273216997,FALSE,"light",9.4,1,2
"127",298.91,96.65,95,4738,1.02,0.997219270045552,FALSE,"light",9.06,2,2
"128",132.49,109.3,108,3118,1.27,1.02415507976995,TRUE,"dark",7.79,1,2
"129",186.77,103.13,69,5764,0.93,1.00177227851111,FALSE,"mid-green",8,2,2
"130",166.28,102.57,6,15314,1.04,1.00077657317157,FALSE,"dark",8.21,1,3
"131",171.54,97.49,6,11968,1.07,1.0005081041965,TRUE,"darkish",9.32,1,2
"132",316.64,115.2,103,8911,1.13,1.00209892307312,FALSE,"dark",7.47,1,2
"133",175.55,79.07,192,14854,0.68,0.988341778181219,TRUE,"light",8.17,2,2
"134",161.54,99.9,101,11910,1.05,1.00013693418361,TRUE,"dark",6.75,2,2
"135",151.69,124.11,82,11975,1.51,1.00156247970962,FALSE,"mid-green",9.37,3,2
"136",263.4,96.03,-3,12210,1.19,0.995621694050305,FALSE,"dark",9.31,3,2
"137",255.17,113.33,-2,5236,1.12,0.99753507205968,TRUE,"lightish",7.03,3,2
"138",103.88,103.56,0,2966,1.02,0.998311976018781,FALSE,"light",6.82,1,2
"139",181.9,102.56,24,14994,1.01,1.00046826877399,TRUE,"dark",8.76,1,2
"140",279.21,144.76,113,2741,1.54,0.997820449382377,TRUE,"mid-green",8.18,2,1
"141",191.67,93.41,159,19073,1.03,0.999659972926498,TRUE,"lightish",7.92,1,2
"142",199.75,99.3,49,19238,1.07,0.99955877138249,FALSE,"mid-green",8.7,1,2
"143",130.96,93.93,149,15152,0.98,0.999496197527582,TRUE,"mid-green",9.03,1,2
"144",153.91,117.35,128,4795,1.2,1.00444458929093,FALSE,"lightish",7.85,2,1
"145",216.26,85.24,51,4321,0.66,1.00106983319633,FALSE,"lightish",5.82,1,2
"146",186.15,96.64,-6,9270,1.03,0.999419925048672,FALSE,"darkish",8.83,1,2
"147",180.55,110.19,130,15487,1.17,0.999500273823807,FALSE,"light",6.73,1,2
"148",260.52,81.9,4,18462,0.72,1.00117636560685,FALSE,"mid-green",8.07,1,2
"149",244.42,160.39,48,14982,1.57,0.998295065895834,TRUE,"light",7.87,3,2
"150",255.43,168.38,133,7485,1.89,0.996560237869477,TRUE,"darkish",8.46,2,1
"151",153.91,117.35,128,4795,1.2,1.00444458929093,FALSE,"lightish",7.85,2,2
"152",172.9,100.26,166,1943,0.89,1.01589855311467,FALSE,"light",9.42,1,2
"153",142.44,110.19,44,10100,1.16,1.01797951718262,TRUE,"darkish",7.9,2,2
"154",245.88,104.4,19,12217,0.84,0.998333856752058,TRUE,"mid-green",7.44,2,2
"155",115.67,83.55,150,2836,0.86,0.998762842607832,FALSE,"lightish",7.68,1,2
"156",143.21,102.08,35,19067,1.08,1.00245433265176,FALSE,"mid-green",7.78,3,2
"157",196.18,100.46,46,4092,0.95,0.997731133715769,TRUE,"darkish",7.42,3,2
"158",230.7,102.47,102,18509,1.07,1.15802784526672,TRUE,"light",8.19,2,2
"159",354.84,143.51,5,2155,1.22,0.99808186952659,TRUE,"lightish",7.45,3,2
"160",186.46,99.14,68,13592,0.87,1.00023765750971,TRUE,"lightish",7.76,2,2
"161",180.12,98.72,153,15897,1.02,1.00184977252401,FALSE,"dark",9.09,1,2
"162",162.91,73.96,107,15528,0.69,1.00163763982252,TRUE,"dark",6.49,1,2
"163",101.02,97.63,23,13779,1.01,1.00803921051962,FALSE,"light",7.5,3,2
"164",236.05,111.24,198,3198,0.95,0.987308412377833,FALSE,"mid-green",8.62,2,2
"165",252,111.83,41,17175,0.92,0.997483201066535,TRUE,"dark",10.01,2,2
"166",155.53,111.82,17,12741,1.07,1.0018780553542,TRUE,"darkish",8.21,3,2
"167",262.22,107.38,35,16892,0.98,0.999320030981373,FALSE,"lightish",5.65,3,2
"168",200.51,100.02,70,4229,1.11,1.03660103148695,FALSE,"mid-green",9.33,3,2
"169",219.86,91.87,66,1195,0.96,1.00216832520713,FALSE,"mid-green",7.91,2,2
"170",261.87,95.21,54,7146,0.94,1.00314971856807,FALSE,"mid-green",7.91,1,2
"171",167.45,95.17,-1,6124,0.88,0.996475691376667,FALSE,"dark",7.75,2,2
"172",241.58,107.69,186,16680,1.26,0.997703253021533,FALSE,"mid-green",8.4,1,2
"173",101.02,97.63,23,13779,1.01,1.00803921051962,FALSE,"light",7.5,3,2
"174",291.25,104.95,36,8805,1.03,0.833844292054583,FALSE,"lightish",6.82,3,2
"175",310.24,108.38,57,16412,1.09,1.00324713203755,FALSE,"lightish",7.45,2,1
"176",257.42,92.77,88,12499,1.01,1.00150553483214,FALSE,"darkish",8.27,1,2
"177",135.84,94.63,104,8605,0.89,1.02175615420603,TRUE,"lightish",9.34,1,2
"178",229.47,110.51,155,13650,1.33,1.00502409327796,FALSE,"dark",9.61,1,2
"179",304.24,95.87,-6,18531,1.11,0.999364070433618,TRUE,"dark",7.75,3,2
"180",202.69,102.01,20,10916,0.95,0.999520058621281,TRUE,"darkish",8.94,2,2
"181",260.07,95.75,58,8496,0.92,1.01874992348137,FALSE,"mid-green",6.88,3,2
"182",239.33,115.43,190,19350,1.36,1.0000876542379,TRUE,"mid-green",10.26,1,2
"183",239.97,189.94,199,17735,2.05,0.998111999008011,FALSE,"light",6.67,3,2
"184",218.2,111.1,148,3913,1,1.00480900073146,FALSE,"light",7.71,1,2
"185",187.34,92.39,86,14240,0.72,1.00005053720965,FALSE,"dark",9.18,2,2
"186",177.93,156.21,-10,1349,1.58,0.997119782286878,TRUE,"lightish",8.12,3,2
"187",171.81,104.48,33,3059,0.98,1.00493954950673,FALSE,"mid-green",7.21,2,2
"188",207.4,109.04,132,9827,1.04,0.999911144835952,TRUE,"dark",7.69,3,2
"189",190.64,107.8,198,19956,1.05,1.00460273216997,FALSE,"light",9.4,1,3
"190",291.77,101.76,74,17138,1.01,0.999258854536257,TRUE,"light",7.18,3,2
"191",217.05,89.08,85,19818,0.88,0.998492061782153,TRUE,"light",7.67,3,2
"192",171.58,96.08,121,13895,0.8,1.00139533590137,FALSE,"dark",8.03,2,2
"193",307.05,143.05,111,2519,1.33,1.00029743411691,TRUE,"light",7.77,3,2
"194",177.85,93.11,87,3922,0.93,0.990449395123448,TRUE,"lightish",7.76,3,2
"195",109.61,107.88,25,6724,0.98,1.00006358043135,FALSE,"light",8.6,1,2
"196",212.25,97.26,170,2796,0.85,1.00208931165802,TRUE,"lightish",8.52,3,2
"197",283.65,102.59,23,1511,1.04,1.02187758786858,TRUE,"lightish",7.36,1,2
"198",306.32,104.27,102,9265,1.15,0.993266400170915,FALSE,"dark",8.12,3,2
"199",302.82,103.13,191,4657,1.12,0.998752909529517,FALSE,"dark",8.33,2,1
"200",250.32,101.46,53,19242,0.94,1.00155118090741,TRUE,"dark",6.21,2,2
"201",289.07,101.05,60,16368,1.03,0.99830521889226,FALSE,"darkish",4.85,3,3
"202",344.82,162.73,38,8510,1.67,1.00107748129441,TRUE,"light",8.74,3,2
"203",308.93,98.36,136,4424,1,1.00140379162473,TRUE,"lightish",8.95,2,3
"204",310.19,109.86,50,2216,1.08,1.00830271302557,FALSE,"mid-green",8.47,3,3
"205",310.89,88.76,53,3025,0.93,1.01047996610993,FALSE,"mid-green",7.1,1,3
"206",298.37,104.19,80,17116,0.94,0.999411078260769,FALSE,"lightish",8.54,2,3
"207",291.79,98.55,70,7829,0.86,1.01697305965683,FALSE,"dark",7.25,1,3
"208",296.93,103.28,180,15915,0.97,0.999563476476492,FALSE,"lightish",6.95,2,3
"209",290.98,97.73,102,18253,0.97,1.00552550567907,FALSE,"darkish",5.8,1,3
"210",263.4,96.03,-3,12210,1.19,0.995621694050305,FALSE,"dark",9.31,3,2
"211",155.53,111.82,17,12741,1.07,1.0018780553542,TRUE,"darkish",8.21,3,2
"212",321.27,98.95,96,2283,1.02,1.00366267726308,FALSE,"dark",8.27,2,3
"213",303.66,112.39,79,5588,1.16,0.999604744491988,FALSE,"lightish",9.62,2,3
"214",304.26,97.46,27,9832,0.94,0.99778803134395,FALSE,"mid-green",6.37,3,2
"215",289.64,107.05,17,14022,1.3,0.927249554710233,TRUE,"dark",7.68,2,1
"216",309.05,104.57,41,8204,0.91,1.01097934073232,FALSE,"dark",7.19,1,3
"217",297.62,105.72,-10,9492,1.09,1.04884375976137,FALSE,"mid-green",7.88,3,3
"218",284.42,104.51,37,11840,0.99,0.998913567662176,FALSE,"light",10.24,1,3
"219",261.95,121.12,24,6216,1.2,1.00063071662533,TRUE,"dark",8.32,2,1
"220",311.29,97.09,81,1247,0.94,1.0214234194671,TRUE,"light",7.09,1,3
"221",299.24,108.08,189,17212,1.07,1.00313040113642,FALSE,"mid-green",8.13,3,2
"222",305.36,92,44,16868,0.9,1.00171805788458,TRUE,"light",6.92,1,3
"223",297.24,99.97,18,18789,0.96,1.00002894630713,FALSE,"lightish",7.04,1,3
"224",306.82,104.5,108,2111,1.15,0.997412183309812,FALSE,"mid-green",8.64,1,3
"225",409.68,172.2,17,6354,1.77,1.00786984154344,TRUE,"dark",8.57,3,2
"226",192.14,91.14,14,8631,0.76,0.994905252949981,TRUE,"mid-green",8.55,3,2
"227",301.12,97.26,182,11946,0.85,1.00133801828938,FALSE,"lightish",6.12,2,3
"228",297.17,116.45,120,3637,1.31,0.982803169251927,FALSE,"darkish",8.55,1,3
"229",294.09,103.68,167,5861,1.05,1.00109141608288,FALSE,"dark",8.38,1,3
"230",296.84,107.1,51,6948,0.99,1.00195047818948,FALSE,"light",8.75,1,3
"231",299.92,98.31,179,14587,1.01,0.999501963076788,TRUE,"mid-green",6.45,2,3
"232",301.65,105.55,102,10419,1.14,0.998045792542205,FALSE,"mid-green",7.84,1,3
"233",315.32,102.24,20,3701,0.88,0.999954862599053,FALSE,"light",8.28,2,3
"234",309.89,98.05,147,16968,1.06,1.00146073707827,TRUE,"mid-green",7.24,3,2
"235",296.55,100.48,171,8331,1.05,1.00009239675297,FALSE,"darkish",7.69,3,2
"236",306.32,104.27,102,9265,1.15,0.993266400170915,FALSE,"dark",8.12,3,3
"237",317.62,89.53,17,10171,0.9,0.998970920901234,FALSE,"dark",8.99,2,3
"238",304.26,97.46,27,9832,0.94,0.99778803134395,FALSE,"mid-green",6.37,3,3
"239",299.86,93.54,153,10238,0.75,1.01689603142873,TRUE,"light",8.94,1,3
"240",161.86,111.43,106,12711,1.11,1.00136118499755,FALSE,"dark",7.03,3,2
"241",304.14,99.18,107,19829,0.99,0.988827541317591,FALSE,"lightish",8.32,2,3
"242",309.89,98.05,147,16968,1.06,1.00146073707827,TRUE,"mid-green",7.24,3,3
"243",298.16,106.85,62,3127,0.88,0.999274208059918,TRUE,"dark",7.63,2,3
"244",301.64,105.58,72,17367,1.19,1.0010539950207,TRUE,"dark",7.75,2,3
"245",302.17,95.51,64,11789,1.09,0.992652929499602,TRUE,"lightish",7.32,1,3
"246",307.29,102.14,121,13982,0.91,1.03335559224804,FALSE,"lightish",7.83,1,3
"247",311.11,93.86,24,16003,0.99,1.0014271644224,FALSE,"lightish",7.77,2,3
"248",302.79,97.62,42,8648,0.87,0.999864228965738,TRUE,"light",7.42,1,3
"249",299.24,108.08,189,17212,1.07,1.00313040113642,FALSE,"mid-green",8.13,3,3
"250",313.95,107.25,198,4603,1.17,1.00028328772547,FALSE,"dark",9.54,2,3
"251",301.65,105.55,102,10419,1.14,0.998045792542205,FALSE,"mid-green",7.84,1,3
"252",279.33,107.6,36,3428,1.26,0.999198644153533,FALSE,"dark",8.14,3,2
"253",299.38,90.59,116,5345,0.87,1.00006126130553,TRUE,"darkish",7.53,1,3
"254",306.14,94.12,142,18204,0.84,1.0027665224266,FALSE,"lightish",8.88,1,3
"255",311.2,91.45,96,12687,1.07,0.998220569942717,TRUE,"dark",8.24,3,2
"256",298.88,98.55,101,11269,0.83,1.00178737154919,FALSE,"dark",7.06,2,3
"257",436.86,129.83,2,17873,1.31,0.997505736925413,TRUE,"dark",6.06,2,1
"258",292.42,99.1,7,19476,1.14,0.997439102004453,FALSE,"mid-green",8.92,3,3
"259",289.64,107.05,17,14022,1.3,0.927249554710233,TRUE,"dark",7.68,2,3
"260",305.36,91.73,109,1336,0.9,1.00072817577692,FALSE,"light",7.95,2,1
"261",309.14,95.89,116,1389,1.04,1.00827491104778,FALSE,"light",9.44,1,3
"262",287.01,92.27,40,14841,0.92,0.999445871184755,FALSE,"mid-green",8.2,2,3
"263",200.51,100.02,70,4229,1.11,1.03660103148695,FALSE,"mid-green",9.33,3,2
"264",288.87,100.17,55,9369,1.06,1.00163417045454,TRUE,"lightish",7.83,2,3
"265",289.49,104.44,6,14406,1.06,0.991657225485969,FALSE,"mid-green",8.52,3,3
"266",305.25,90.3,43,16518,0.72,1.00025682911295,FALSE,"light",9.05,1,3
"267",293.14,105.12,20,10246,1.16,0.98440386844999,FALSE,"light",7.91,2,3
"268",309.93,100.03,68,17017,0.97,1.00074018452309,FALSE,"lightish",9.56,2,3
"269",300.39,102.85,19,10365,0.89,0.998091541175863,FALSE,"lightish",8.97,1,3
"270",305.36,91.73,109,1336,0.9,1.00072817577692,FALSE,"light",7.95,2,3
"271",115.67,83.55,150,2836,0.86,0.998762842607832,FALSE,"lightish",7.68,1,3
"272",288.49,97.76,24,10081,1.08,0.998210957194296,FALSE,"lightish",7.68,2,3
"273",309.15,105.22,188,12424,0.94,1.00803472727258,FALSE,"mid-green",6.56,3,3
"274",302.38,105.14,121,9422,1,0.986540106161657,FALSE,"light",8.63,2,3
"275",297.61,102.18,4,6836,1.17,0.999211912531684,TRUE,"lightish",8.6,3,3
"276",300.69,108.02,28,13787,1.22,0.9976970967544,FALSE,"mid-green",8.28,2,3
"277",313.26,97.42,130,12573,1.09,0.998035450228063,FALSE,"mid-green",8.31,2,3
"278",293.02,105.06,180,19500,1.22,0.993892909795633,FALSE,"lightish",8.02,2,3
"279",292.51,99.82,161,4341,1.02,1.0006572576225,FALSE,"lightish",7.64,3,3
"280",516.9,119.71,25,6260,1.2,1.00079133915984,TRUE,"lightish",8.94,2,1
"281",284.15,104.62,24,12007,1.1,0.99784659924181,TRUE,"mid-green",5.7,3,3
"282",308.2,106.91,25,15024,1.17,0.99922969229755,FALSE,"dark",8.02,1,3
"283",301.92,104.39,91,17451,1.29,1.00054150306806,FALSE,"light",8.05,1,3
"284",302.07,97.45,73,13302,0.78,0.99881272534183,TRUE,"lightish",11.85,2,3
"285",299.57,97.65,157,14199,1,1.0023389642805,FALSE,"lightish",9.67,3,3
"286",294.9,106.89,152,19922,1.13,1.00348638901169,TRUE,"light",8.63,3,3
"287",130.84,123.58,9,6899,1.36,0.999532203833795,TRUE,"mid-green",7.16,3,2
"288",308.52,104.15,122,15551,0.89,1.00137141337989,FALSE,"mid-green",6.71,2,3
"289",285.74,98.31,77,3616,1.06,1.00007663791155,FALSE,"darkish",8.7,2,3
"290",304.4,106.31,67,2809,0.99,0.9973422408597,TRUE,"light",7.01,2,3
"291",292.07,95.96,120,10915,1.01,1.00023747201442,TRUE,"light",8.85,1,3
"292",302.82,103.13,191,4657,1.12,0.998752909529517,FALSE,"dark",8.33,2,3
"293",292.59,95.91,90,14898,1.09,0.999373936267433,FALSE,"lightish",7.32,2,3
"294",294.77,87.69,120,10397,0.72,1.00115294983025,FALSE,"lightish",7.59,1,3
"295",317.69,93.29,51,3712,1.04,1.00152730116893,TRUE,"lightish",8.18,2,3
"296",306.68,100.68,76,16983,0.93,0.998506987535768,FALSE,"dark",7.47,1,3
"297",293.81,164.8,92,16756,1.63,0.996285564436468,FALSE,"lightish",9.55,2,1
"298",301.26,91.24,50,6281,1.04,1.00192215233924,TRUE,"darkish",7.5,3,3
"299",337.96,171.05,195,1906,1.69,1.00826787863039,TRUE,"lightish",8.16,3,2
"300",293.02,105.06,180,19500,1.22,0.993892909795633,FALSE,"lightish",8.02,2,1
